"","Suburb","Rooms","Type","Price","Method","SellerG","Date","Distance","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"34110","Chadstone",3,"t",765000,"S","Woodards","24/02/2018",11.7,2,1,255,115,2000,"Monash City Council",-37.88267,145.10823,"Southern Metropolitan","3582"
"34120","Cheltenham",2,"t",880000,"S","O'Brien","24/02/2018",17.9,2,2,263,164,2017,"Bayside City Council",-37.95746,145.06888,"Southern Metropolitan","9758"
"34122","Cheltenham",3,"t",790000,"S","Buxton","24/02/2018",17.9,2,2,171,112,2014,"Bayside City Council",-37.95653,145.06708,"Southern Metropolitan","9758"
"34124","Clarinda",4,"h",990000,"S","C21","24/02/2018",17.5,2,2,667,150,1982,"Kingston City Council",-37.93764,145.10087,"South-Eastern Metropolitan","2727"
"34129","Clifton Hill",4,"h",1369000,"S","Ray","24/02/2018",3.6,2,1,174,160,1999,"Yarra City Council",-37.79335,144.98857,"Northern Metropolitan","2954"
"34132","Coburg",4,"h",1300000,"S","Barry","24/02/2018",6.7,2,0,406,132,1930,"Darebin City Council",-37.74601,144.94799,"Northern Metropolitan","11204"
"34138","Coburg",4,"t",1082000,"S","Woodards","24/02/2018",6.7,2,4,254,249,2000,"Darebin City Council",-37.73715,144.97044,"Northern Metropolitan","11204"
"34139","Coburg",3,"h",1035000,"S","Nelson","24/02/2018",6.7,1,2,375,169,1930,"Darebin City Council",-37.75339,144.97687,"Northern Metropolitan","11204"
"34140","Coburg",3,"h",810000,"VB","Brad","24/02/2018",6.7,2,1,182,118,2008,"Darebin City Council",-37.74319,144.97717,"Northern Metropolitan","11204"
"34141","Coburg North",4,"h",745000,"PI","Brad","24/02/2018",6.7,1,1,610,106,1950,"Darebin City Council",-37.71984,144.96735,"Northern Metropolitan","3445"
"34147","Craigieburn",4,"h",715000,"S","Ray","24/02/2018",20.6,2,2,576,237,2014,"Hume City Council",-37.59928,144.90109,"Northern Metropolitan","15510"
"34149","Craigieburn",3,"h",455000,"S","Barry","24/02/2018",20.6,2,2,293,110,2015,"Hume City Council",-37.59962,144.89789,"Northern Metropolitan","15510"
"34152","Craigieburn",3,"h",594000,"S","Barry","24/02/2018",20.6,2,2,459,183,2011,"Hume City Council",-37.58023,144.91104,"Northern Metropolitan","15510"
"34153","Craigieburn",4,"h",520000,"VB","Barry","24/02/2018",20.6,2,2,448,142,2010,"Hume City Council",-37.57027,144.91699,"Northern Metropolitan","15510"
"34154","Craigieburn",3,"h",472000,"S","Skad","24/02/2018",20.6,2,1,238,131,2016,"Hume City Council",-37.56692,144.90448,"Northern Metropolitan","15510"
"34155","Craigieburn",3,"h",515000,"S","Barry","24/02/2018",20.6,1,2,495,138,2008,"Hume City Council",-37.58131,144.93038,"Northern Metropolitan","15510"
"34158","Craigieburn",4,"h",583000,"S","Ray","24/02/2018",20.6,2,2,400,162,2016,"Hume City Council",-37.56861,144.92493,"Northern Metropolitan","15510"
"34164","Croydon Hills",4,"h",1010000,"S","McGrath","24/02/2018",23,2,2,1187,190,1983,"Maroondah City Council",-37.77936,145.26143,"Eastern Metropolitan","1705"
"34176","Derrimut",4,"h",695000,"S","Barry","24/02/2018",14.7,2,2,448,166,2011,"Brimbank City Council",-37.78213,144.75637,"Western Metropolitan","2276"
"34178","Dingley Village",4,"h",760000,"PI","Ray","24/02/2018",22.2,2,2,558,142,2004,"Kingston City Council",-37.97801,145.13348,"South-Eastern Metropolitan","3940"
"34179","Doncaster",3,"h",890000,"S","Barry","24/02/2018",12.4,1,1,462,122,1970,"Manningham City Council",-37.78021,145.1033,"Eastern Metropolitan","9028"
"34180","Doncaster",3,"h",1350000,"SP","Jellis","24/02/2018",12.4,1,2,730,125,1965,"Manningham City Council",-37.79365,145.13721,"Eastern Metropolitan","9028"
"34183","Doncaster East",3,"h",1250000,"PI","Jellis","24/02/2018",14.3,2,4,652,153,1975,"Manningham City Council",-37.79769,145.15029,"Eastern Metropolitan","10999"
"34187","Donvale",5,"h",1898000,"S","Ray","24/02/2018",16.1,3,3,1366,290,1980,"Manningham City Council",-37.77848,145.17597,"Eastern Metropolitan","4790"
"34190","Doreen",4,"h",670000,"S","Millership","24/02/2018",25.9,2,2,687,235,2008,"Nillumbik Shire Council",-37.6147,145.13255,"Northern Victoria","7254"
"34193","Doveton",3,"h",670000,"S","Hall","24/02/2018",28.8,1,1,578,97,1960,"Casey City Council",-37.99478,145.23681,"South-Eastern Metropolitan","3533"
"34201","Eltham",3,"h",1285000,"S","Morrison","24/02/2018",18,2,2,993,200,1980,"Banyule City Council",-37.7146,145.14124,"Eastern Metropolitan","6990"
"34213","Endeavour Hills",6,"h",1070000,"S","One","24/02/2018",28.5,3,2,800,326,1997,"Casey City Council",-37.97776,145.27613,"South-Eastern Metropolitan","8443"
"34216","Epping",3,"h",585000,"S","Love","24/02/2018",19.6,1,2,572,115,1985,"Whittlesea City Council",-37.64763,145.04872,"Northern Metropolitan","10926"
"34217","Epping",3,"h",620000,"S","HAR","24/02/2018",19.6,1,2,527,102,1980,"Whittlesea City Council",-37.64162,145.03814,"Northern Metropolitan","10926"
"34219","Epping",4,"h",681000,"SP","Stockdale","24/02/2018",19.6,3,2,350,210,2008,"Whittlesea City Council",-37.63014,145.02428,"Northern Metropolitan","10926"
"34220","Epping",4,"h",795000,"PI","Nelson","24/02/2018",19.6,2,4,672,191,1996,"Whittlesea City Council",-37.65491,145.02649,"Northern Metropolitan","10926"
"34222","Epping",3,"h",560000,"S","Love","24/02/2018",19.6,1,2,536,110,1985,"Whittlesea City Council",-37.6471,145.03752,"Northern Metropolitan","10926"
"34223","Epping",3,"h",530000,"S","HAR","24/02/2018",19.6,1,2,536,126,1983,"Whittlesea City Council",-37.64822,145.03767,"Northern Metropolitan","10926"
"34226","Essendon",3,"h",2125000,"S","McDonald","24/02/2018",7.5,2,3,1023,181,1920,"Moonee Valley City Council",-37.74653,144.91412,"Western Metropolitan","9264"
"34231","Essendon",2,"u",502000,"S","Brad","24/02/2018",7.5,1,1,105,63,1970,"Moonee Valley City Council",-37.75557,144.91246,"Western Metropolitan","9264"
"34236","Essendon North",2,"h",710000,"SP","Nelson","24/02/2018",8.2,1,1,314,102,1940,"Moonee Valley City Council",-37.73613,144.90235,"Western Metropolitan","1308"
"34237","Essendon West",4,"t",8e+05,"VB","Nelson","24/02/2018",7.5,3,1,182,157,2015,"Moonee Valley City Council",-37.75156,144.886,"Western Metropolitan","588"
"34239","Essendon West",4,"h",1365000,"S","Nelson","24/02/2018",7.5,2,3,886,102,1950,"Moonee Valley City Council",-37.75243,144.88566,"Western Metropolitan","588"
"34241","Fairfield",3,"h",1275000,"SP","Jellis","24/02/2018",5.7,2,1,324,165,1950,"Darebin City Council",-37.78265,145.01498,"Northern Metropolitan","2970"
"34243","Fawkner",3,"h",728000,"S","Ray","24/02/2018",13.1,1,4,584,122,1960,"Hume City Council",-37.70428,144.96717,"Northern Metropolitan","5070"
"34254","Footscray",3,"h",945000,"S","Jas","24/02/2018",5.1,1,0,219,107,1900,"Maribyrnong City Council",-37.79732,144.8848,"Western Metropolitan","7570"
"34258","Footscray",3,"h",931000,"SP","Jas","24/02/2018",5.1,1,0,240,101,1930,"Maribyrnong City Council",-37.79392,144.88418,"Western Metropolitan","7570"
"34262","Frankston",2,"h",6e+05,"VB","hockingstuart","24/02/2018",38,1,7,383,86,2008,"Frankston City Council",-38.14529,145.12912,"South-Eastern Metropolitan","17055"
"34265","Gardenvale",4,"h",883000,"S","McGrath","24/02/2018",7.2,2,2,558,161,1925,"Glen Eira City Council",-37.89871,145.01019,"Southern Metropolitan","534"
"34269","Gladstone Park",3,"h",630000,"SP","Barry","24/02/2018",12.9,2,2,542,126,1984,"Hume City Council",-37.70147,144.89095,"Western Metropolitan","3285"
"34282","Glen Iris",3,"h",1633000,"S","Jellis","24/02/2018",7.3,2,3,604,143,1948,"Boroondara City Council",-37.86019,145.08823,"Southern Metropolitan","10412"
"34284","Glen Waverley",3,"h",1330000,"S","JRW","24/02/2018",16.7,1,1,651,133,1960,"Monash City Council",-37.86361,145.15233,"Eastern Metropolitan","15321"
"34285","Glen Waverley",4,"h",1280000,"S","Fletchers","24/02/2018",16.7,2,2,657,208,1970,"Monash City Council",-37.8697,145.18103,"Eastern Metropolitan","15321"
"34286","Glen Waverley",4,"h",1250000,"VB","Jellis","24/02/2018",16.7,2,2,646,187,1970,"Monash City Council",-37.87327,145.18531,"Eastern Metropolitan","15321"
"34292","Glen Waverley",5,"h",1e+06,"VB","Harcourts","24/02/2018",16.7,2,2,362,195,1990,"Monash City Council",-37.89877,145.15125,"Eastern Metropolitan","15321"
"34304","Greensborough",4,"h",922000,"S","Jellis","24/02/2018",16.1,2,2,914,180,1975,"Banyule City Council",-37.69672,145.09791,"Northern Metropolitan","8524"
"34306","Greensborough",3,"h",775000,"S","Darren","24/02/2018",16.1,2,1,610,121,1970,"Banyule City Council",-37.71686,145.09261,"Northern Metropolitan","8524"
"34308","Greenvale",4,"h",9e+05,"SP","Raine","24/02/2018",20.4,2,2,1134,324,1980,"Hume City Council",-37.64221,144.8926,"Northern Metropolitan","4864"
"34309","Greenvale",3,"h",740000,"S","Jason","24/02/2018",20.4,2,4,814,176,1990,"Hume City Council",-37.65651,144.90259,"Northern Metropolitan","4864"
"34311","Hadfield",3,"h",750000,"SP","D'Aprano","24/02/2018",11.2,1,3,650,189,1950,"Moreland City Council",-37.71498,144.95076,"Northern Metropolitan","2606"
"34319","Hampton",3,"h",2440000,"S","Marshall","24/02/2018",13.8,2,1,752,233,1936,"Bayside City Council",-37.93592,145.01187,"Southern Metropolitan","5454"
"34325","Hampton",3,"h",1615000,"S","Charlton","24/02/2018",13.8,2,2,340,183,2000,"Bayside City Council",-37.9445,145.01609,"Southern Metropolitan","5454"
"34330","Hawthorn",5,"h",4630000,"S","Marshall","24/02/2018",5.3,3,2,613,160,2013,"Boroondara City Council",-37.81457,145.02455,"Southern Metropolitan","11308"
"34336","Hawthorn",3,"h",1660000,"PI","Jellis","24/02/2018",5.3,1,1,251,110,1890,"Boroondara City Council",-37.81684,145.02068,"Southern Metropolitan","11308"
"34341","Hawthorn East",4,"h",3950000,"S","Marshall","24/02/2018",6.2,3,3,851,333,1980,"Boroondara City Council",-37.84437,145.04763,"Southern Metropolitan","6482"
"34345","Hawthorn East",3,"h",1650000,"VB","Fletchers","24/02/2018",6.2,2,1,238,178,2000,"Boroondara City Council",-37.82671,145.04786,"Southern Metropolitan","6482"
"34347","Hawthorn East",3,"h",1450000,"VB","Marshall","24/02/2018",6.2,1,2,268,95,1930,"Boroondara City Council",-37.81875,145.05695,"Southern Metropolitan","6482"
"34355","Heidelberg Heights",3,"h",858000,"S","Ray","24/02/2018",8.8,2,2,681,200,1955,"Banyule City Council",-37.7425,145.05316,"Eastern Metropolitan","2947"
"34358","Highett",3,"t",870000,"S","Buxton","24/02/2018",16,1,2,238,137,1970,"Bayside City Council",-37.94703,145.02513,"Southern Metropolitan","4794"
"34359","Highett",3,"h",1280000,"PI","Buxton","24/02/2018",16,1,1,643,103,1950,"Bayside City Council",-37.95408,145.03569,"Southern Metropolitan","4794"
"34363","Highett",4,"h",1650000,"SP","Buxton","24/02/2018",16,2,2,589,158,1950,"Bayside City Council",-37.94832,145.02815,"Southern Metropolitan","4794"
"34366","Hillside",4,"h",765000,"S","Barry","24/02/2018",18,2,2,760,201,1998,"Brimbank City Council",-37.69011,144.7373,"Western Metropolitan","5556"
"34368","Hillside",6,"h",950000,"PI","Barry","24/02/2018",18,3,3,2000,290,1995,"Brimbank City Council",-37.69332,144.7305,"Western Metropolitan","5556"
"34369","Hillside",4,"h",840000,"S","Barry","24/02/2018",18,3,3,619,275,2011,"Brimbank City Council",-37.69012,144.74385,"Western Metropolitan","5556"
"34370","Hoppers Crossing",3,"h",470000,"VB","Raine","24/02/2018",18.4,1,4,589,95,1986,"Wyndham City Council",-37.86588,144.70966,"Western Metropolitan","13830"
"34373","Hoppers Crossing",3,"h",520000,"S","Barry","24/02/2018",18.4,2,2,460,121,1990,"Wyndham City Council",-37.87263,144.66732,"Western Metropolitan","13830"
"34378","Ivanhoe",4,"h",1836000,"SP","Nelson","24/02/2018",7.8,2,2,624,200,1955,"Banyule City Council",-37.76154,145.03147,"Eastern Metropolitan","5549"
"34383","Jacana",4,"h",6e+05,"PI","Barry","24/02/2018",14,1,1,600,120,1960,"Hume City Council",-37.68725,144.91374,"Northern Metropolitan","851"
"34388","Keilor East",3,"h",8e+05,"VB","Nelson","24/02/2018",11.7,2,1,341,134,2015,"Brimbank City Council",-37.74442,144.87636,"Western Metropolitan","5629"
"34393","Keilor Lodge",3,"h",653000,"SP","YPA","24/02/2018",15.5,2,2,625,153,2000,"Brimbank City Council",-37.69924,144.79452,"Western Metropolitan","570"
"34402","Kew",3,"h",1350000,"VB","Jellis","24/02/2018",5.4,1,2,323,146,1910,"Boroondara City Council",-37.81155,145.02845,"Southern Metropolitan","10331"
"34413","Kew",6,"h",2905000,"SP","Marshall","24/02/2018",5.4,3,2,855,294,1920,"Boroondara City Council",-37.79626,145.03362,"Southern Metropolitan","10331"
"34420","Kew East",4,"h",2930000,"S","Marshall","24/02/2018",7.3,2,4,650,304,2007,"Boroondara City Council",-37.79693,145.04621,"Southern Metropolitan","2671"
"34430","Lalor",3,"h",590000,"S","Ray","24/02/2018",16.3,1,6,538,105,1981,"Whittlesea City Council",-37.67324,145.04212,"Northern Metropolitan","8279"
"34435","Lalor",3,"h",660500,"S","Love","24/02/2018",16.3,1,2,602,140,1970,"Whittlesea City Council",-37.66044,145.00534,"Northern Metropolitan","8279"
"34455","Malvern East",3,"h",2200000,"VB","Marshall","24/02/2018",8.4,2,2,735,224,1920,"Stonnington City Council",-37.86652,145.0569,"Southern Metropolitan","8801"
"34460","Malvern East",4,"h",2200000,"VB","Marshall","24/02/2018",8.4,3,2,656,230,1960,"Stonnington City Council",-37.88127,145.0637,"Southern Metropolitan","8801"
"34461","Malvern East",4,"h",2425000,"PI","Marshall","24/02/2018",8.4,2,2,651,230,1920,"Stonnington City Council",-37.87534,145.05488,"Southern Metropolitan","8801"
"34462","Malvern East",2,"h",1040000,"S","Jellis","24/02/2018",8.4,1,2,209,93,1960,"Stonnington City Council",-37.87291,145.0451,"Southern Metropolitan","8801"
"34464","Malvern East",3,"h",1250000,"SP","Noel","24/02/2018",8.4,1,3,555,133,1960,"Stonnington City Council",-37.87874,145.08838,"Southern Metropolitan","8801"
"34467","Maribyrnong",3,"t",637500,"SP","Raine","24/02/2018",4.3,2,2,78,107,2002,"Maribyrnong City Council",-37.77158,144.88116,"Western Metropolitan","4918"
"34475","Melton",4,"h",5e+05,"SP","PRDNationwide","24/02/2018",31.7,2,4,600,135,1975,"Melton City Council",-37.68728,144.5794,"Western Victoria","3600"
"34479","Melton West",3,"h",371000,"S","Reliance","24/02/2018",31.7,1,2,665,102,1975,"Melton City Council",-37.67239,144.5616,"Northern Victoria","6065"
"34480","Mentone",3,"h",770000,"PI","Buxton","24/02/2018",20,1,1,454,128,1975,"Kingston City Council",-37.97581,145.07468,"South-Eastern Metropolitan","6162"
"34483","Mentone",4,"h",1155000,"PI","Buxton","24/02/2018",20,2,2,565,307,1985,"Kingston City Council",-37.97861,145.07681,"South-Eastern Metropolitan","6162"
"34488","Mernda",3,"h",585000,"SP","RW","24/02/2018",25.9,1,4,604,102,1980,"Whittlesea City Council",-37.59517,145.1041,"Northern Metropolitan","5812"
"34489","Mernda",4,"h",642500,"S","RW","24/02/2018",25.9,2,2,460,221,2010,"Whittlesea City Council",-37.5912,145.09057,"Northern Metropolitan","5812"
"34490","Mernda",5,"h",745000,"S","HAR","24/02/2018",25.9,2,2,564,251,2010,"Whittlesea City Council",-37.61247,145.08782,"Northern Metropolitan","5812"
"34491","Mernda",3,"h",570000,"S","Buckingham","24/02/2018",25.9,2,2,375,144,2010,"Whittlesea City Council",-37.58892,145.08861,"Northern Metropolitan","5812"
"34492","Mernda",3,"h",6e+05,"S","Millership","24/02/2018",25.9,2,2,362,160,2007,"Whittlesea City Council",-37.60995,145.08925,"Northern Metropolitan","5812"
"34493","Mernda",3,"h",615000,"S","Ray","24/02/2018",25.9,2,2,525,168,2008,"Whittlesea City Council",-37.61185,145.08194,"Northern Metropolitan","5812"
"34495","Middle Park",6,"h",5575000,"S","Marshall","24/02/2018",3,4,4,420,324,1880,"Port Phillip City Council",-37.84535,144.96044,"Southern Metropolitan","2019"
"34497","Middle Park",3,"h",3750000,"SA","Greg","24/02/2018",3,1,0,284,148,1890,"Port Phillip City Council",-37.84794,144.96117,"Southern Metropolitan","2019"
"34498","Middle Park",3,"h",1720000,"S","Greg","24/02/2018",3,2,1,108,169,1890,"Port Phillip City Council",-37.84812,144.9624,"Southern Metropolitan","2019"
"34499","Middle Park",3,"h",3250000,"S","Greg","24/02/2018",3,2,1,286,233,1900,"Port Phillip City Council",-37.85205,144.96481,"Southern Metropolitan","2019"
"34506","Mill Park",3,"h",585000,"SP","Ray","24/02/2018",17.9,1,2,534,115,1978,"Whittlesea City Council",-37.66744,145.05228,"Northern Metropolitan","10529"
"34507","Mill Park",3,"h",728000,"S","Barry","24/02/2018",17.9,2,1,665,165,1985,"Whittlesea City Council",-37.67218,145.07438,"Northern Metropolitan","10529"
"34509","Mill Park",3,"h",750000,"S","Barry","24/02/2018",17.9,2,1,530,530,1989,"Whittlesea City Council",-37.65305,145.04325,"Northern Metropolitan","10529"
"34510","Mill Park",3,"h",715000,"S","HAR","24/02/2018",17.9,2,2,596,150,1985,"Whittlesea City Council",-37.6576,145.05373,"Northern Metropolitan","10529"
"34511","Mitcham",3,"h",1600000,"VB","Noel","24/02/2018",17.2,2,2,438,221,1920,"Whitehorse City Council",-37.81272,145.19188,"Eastern Metropolitan","6871"
"34513","Mitcham",3,"h",1070000,"VB","Noel","24/02/2018",17.2,2,1,654,164,1974,"Whitehorse City Council",-37.80953,145.20869,"Eastern Metropolitan","6871"
"34519","Montmorency",5,"h",1180000,"S","Jellis","24/02/2018",16.2,3,2,1126,212,1980,"Banyule City Council",-37.71617,145.12878,"Eastern Metropolitan","3891"
"34523","Moonee Ponds",3,"h",1300000,"VB","Nelson","24/02/2018",6.2,1,1,429,180,2011,"Moonee Valley City Council",-37.76872,144.92706,"Western Metropolitan","6232"
"34535","Moorabbin",4,"t",1250000,"VB","Buxton","24/02/2018",14.3,3,2,339,262,2017,"Kingston City Council",-37.94372,145.04611,"Southern Metropolitan","2555"
"34537","Moorabbin",4,"h",1210000,"PI","Buxton","24/02/2018",14.3,2,1,593,196,1950,"Kingston City Council",-37.93923,145.05979,"Southern Metropolitan","2555"
"34539","Moorabbin",3,"h",1250000,"SA","Buxton","24/02/2018",14.3,2,1,613,149,1950,"Kingston City Council",-37.94388,145.04048,"Southern Metropolitan","2555"
"34540","Mooroolbark",3,"h",630000,"S","Barry","24/02/2018",26.5,1,2,872,99,1970,"Yarra Ranges Shire Council",-37.77754,145.31048,"Eastern Victoria","8280"
"34543","Mooroolbark",4,"h",922000,"S","LJ","24/02/2018",26.5,2,4,1250,196,1975,"Yarra Ranges Shire Council",-37.78534,145.33323,"Eastern Victoria","8280"
"34544","Mooroolbark",3,"h",665000,"S","Fletchers","24/02/2018",26.5,1,2,513,115,1996,"Yarra Ranges Shire Council",-37.76191,145.33016,"Eastern Victoria","8280"
"34547","Mount Waverley",5,"h",1760000,"PI","Jellis","24/02/2018",14.2,2,2,805,255,1994,"Monash City Council",-37.88192,145.13394,"Eastern Metropolitan","13366"
"34552","Mount Waverley",4,"h",1870000,"S","Jellis","24/02/2018",14.2,2,2,702,211,2008,"Monash City Council",-37.88143,145.12731,"Eastern Metropolitan","13366"
"34553","Mount Waverley",4,"h",1450000,"S","Barry","24/02/2018",14.2,2,2,730,171,1950,"Monash City Council",-37.8655,145.12065,"Eastern Metropolitan","13366"
"34560","Murrumbeena",3,"t",1325000,"S","Buxton","24/02/2018",10.1,2,1,287,225,2017,"Glen Eira City Council",-37.90522,145.07109,"Southern Metropolitan","4442"
"34563","Newport",4,"h",1085000,"S","McGrath","24/02/2018",6.2,2,1,336,130,1920,"Hobsons Bay City Council",-37.84485,144.87738,"Western Metropolitan","5498"
"34569","Newport",4,"h",1150000,"S","Williams","24/02/2018",6.2,2,1,418,158,1940,"Hobsons Bay City Council",-37.83916,144.88168,"Western Metropolitan","5498"
